timestamp,price,volume
2025-01-01 09:30:00,98.91436939669944,526
2025-01-01 09:31:00,99.91171484328302,518
2025-01-01 09:32:00,100.19469334133501,478
2025-01-01 09:33:00,98.68839862741692,465
2025-01-01 09:34:00,98.10979837544838,508
2025-01-01 09:35:00,99.76123491254553,504
2025-01-01 09:36:00,97.33455566915246,474
2025-01-01 09:37:00,96.90564304029628,488
2025-01-01 09:38:00,98.17157929900182,503
2025-01-01 09:39:00,97.30483889673671,540
2025-01-01 09:40:00,96.62595274511466,491
2025-01-01 09:41:00,96.53124377617777,487
2025-01-01 09:42:00,98.02263340230206,491
2025-01-01 09:43:00,97.38373140561741,506
2025-01-01 09:44:00,96.93974944597134,474
2025-01-01 09:45:00,96.50539817035283,482
2025-01-01 09:46:00,98.71132825307829,501
2025-01-01 09:47:00,100.89811434205208,467
2025-01-01 09:48:00,101.90216823993096,488
2025-01-01 09:49:00,102.28835463910582,526
2025-01-01 09:50:00,103.02572321500206,527
2025-01-01 09:51:00,104.51645524315286,488
2025-01-01 09:52:00,103.58062137475046,476
2025-01-01 09:53:00,104.75645041953257,489
2025-01-01 09:54:00,103.50256975178355,505
2025-01-01 09:55:00,102.86481824933014,535
2025-01-01 09:56:00,103.77192344513044,486
2025-01-01 09:57:00,102.34324274490447,483
2025-01-01 09:58:00,102.2031740247158,522
2025-01-01 09:59:00,101.34141912885612,516
2025-01-01 10:00:00,101.08579975832552,506
2025-01-01 10:01:00,98.2872106528648,495
2025-01-01 10:02:00,96.51567754835496,497
2025-01-01 10:03:00,95.81580031375704,465
2025-01-01 10:04:00,96.74326274551562,541
2025-01-01 10:05:00,96.5696270627254,497
2025-01-01 10:06:00,96.57247297862222,516
2025-01-01 10:07:00,97.2606956897245,514
2025-01-01 10:08:00,96.38115934671545,475
2025-01-01 10:09:00,96.66478667052274,486
2025-01-01 10:10:00,95.85942015245713,511
2025-01-01 10:11:00,94.13175065833653,511
2025-01-01 10:12:00,93.74085086458143,513
2025-01-01 10:13:00,94.31465672698648,496
2025-01-01 10:14:00,94.65324577798629,504
2025-01-01 10:15:00,94.64141528350747,505
2025-01-01 10:16:00,97.0337805494452,489
2025-01-01 10:17:00,97.44669270975398,517
2025-01-01 10:18:00,98.42542871569133,517
2025-01-01 10:19:00,100.66357205418927,528
2025-01-01 10:20:00,99.36948673102802,536
2025-01-01 10:21:00,98.33069852082306,462
2025-01-01 10:22:00,100.074410745946,493
2025-01-01 10:23:00,99.27634801070494,504
2025-01-01 10:24:00,99.30603124100827,479
2025-01-01 10:25:00,100.37534721043262,498
2025-01-01 10:26:00,101.26605360172579,542
2025-01-01 10:27:00,103.0209397837069,479
2025-01-01 10:28:00,104.51658392074036,492
2025-01-01 10:29:00,105.5859765904461,498
